SecurityID,PriceDate,Price
1,2021-07-01,117.4321136474609
1,2021-07-02,118.1530227661133
1,2021-07-06,117.8202896118164
1,2021-07-07,118.2546691894531
1,2021-07-08,116.9330291748047
1,2021-07-09,118.5042190551758
1,2021-07-12,119.0125579833984
1,2021-07-13,118.3933181762695
1,2021-07-14,118.6705780029297
1,2021-07-15,118.0236206054688
1,2021-07-16,117.1640930175781
1,2021-07-19,115.3618469238281
1,2021-07-20,116.8313751220703
1,2021-07-21,118.106803894043
1,2021-07-22,118.2916412353516
1,2021-07-23,119.4007263183594
1,2021-07-26,119.4746551513672
1,2021-07-27,119.0587615966797
1,2021-07-28,119.2713317871094
1,2021-07-29,119.8905563354492
1,2021-07-30,119.0679931640625
1,2021-08-02,119.2528457641602
1,2021-08-03,120.0384368896484
1,2021-08-04,119.6594924926758
1,2021-08-05,120.3896408081055
1,2021-08-06,120.1955490112305
1,2021-08-09,120.2140502929688
1,2021-08-10,120.3526763916016
1,2021-08-11,120.7870559692383
1,2021-08-12,121.0365905761719
1,2021-08-13,121.4062805175781
1,2021-08-16,121.3693466186523
1,2021-08-17,120.4450836181641
1,2021-08-18,119.4561614990234
1,2021-08-19,119.0125579833984
1,2021-08-20,119.8720703125
1,2021-08-23,121.0088577270508
1,2021-08-24,121.2491836547852
1,2021-08-25,121.4432601928711
1,2021-08-26,120.7963027954102
1,2021-08-27,121.8406677246094
1,2021-08-30,122.2011108398438
1,2021-08-31,122.0162734985352
1,2021-09-01,122.413688659668
1,2021-09-02,122.8018569946289
1,2021-09-03,122.9682388305664
1,2021-09-07,122.6539993286133
1,2021-09-08,122.2658157348633
1,2021-09-09,121.8498916625977
1,2021-09-10,121.1567459106445
1,2021-09-13,121.572639465332
1,2021-09-14,120.9903869628906
1,2021-09-15,121.7205200195312
1,2021-09-16,121.544921875
1,2021-09-17,120.2972030639648
1,2021-09-20,118.263916015625
1,2021-09-21,118.4672470092773
1,2021-09-22,119.5116195678711
1,2021-09-23,120.8979721069336
1,2021-09-24,120.6853866577148
1,2021-09-27,120.4358367919922
1,2021-09-28,117.8664932250977
1,2021-09-29,117.8572540283203
1,2021-09-30,116.8775787353516
1,2021-10-01,117.8295211791992
1,2021-10-04,116.4616775512695
1,2021-10-05,117.3951416015625
1,2021-10-06,117.6262054443359
1,2021-10-07,118.615119934082
1,2021-10-08,118.485710144043
1,2021-10-11,117.8572540283203
1,2021-10-12,117.6539306640625
1,2021-10-13,118.3193817138672
1,2021-10-14,120.2047958374023
1,2021-10-15,121.0735702514648
1,2021-10-18,121.2491836547852
1,2021-10-19,122.0994720458984
1,2021-10-20,122.4783782958984
1,2021-10-21,122.598518371582
1,2021-10-22,122.6817398071289
1,2021-10-25,123.0236740112305
1,2021-10-26,123.1900405883789
1,2021-10-27,122.5800628662109
1,2021-10-28,123.7168426513672
1,2021-10-29,123.6983795166016
1,2021-11-01,124.2251739501953
1,2021-11-02,124.4839553833008
1,2021-11-03,125.3434906005859
1,2021-11-04,125.6207504272461
1,2021-11-05,126.0274200439453
1,2021-11-08,126.110595703125
1,2021-11-09,125.7316741943359
1,2021-11-10,124.4931945800781
1,2021-11-11,124.7612075805664
1,2021-11-12,125.722412109375
1,2021-11-15,125.6207504272461
1,2021-11-16,125.9257659912109
1,2021-11-17,125.5930480957031
1,2021-11-18,125.8980102539062
1,2021-11-19,125.3434906005859
1,2021-11-22,124.696533203125
1,2021-11-23,124.7057571411133
1,2021-11-24,124.7981872558594
1,2021-11-26,121.9977951049805
1,2021-11-29,123.0698928833008
1,2021-11-30,121.1659851074219
1,2021-12-01,119.7334365844727
1,2021-12-02,121.4340209960938
1,2021-12-03,120.5190353393555
1,2021-12-06,121.7667236328125
1,2021-12-07,124.3083419799805
1,2021-12-08,124.7335052490234
1,2021-12-09,123.6613845825195
1,2021-12-10,124.3822784423828
1,2021-12-13,123.2978744506836
1,2021-12-14,122.3111953735352
1,2021-12-15,124.1728439331055
1,2021-12-16,123.5771102905273
1,2021-12-17,122.2646484375
1,2021-12-20,121.2407302856445
1,2021-12-21,123.1954956054688
1,2021-12-22,124.284553527832
1,2021-12-23,125.1781463623047
1,2021-12-27,126.5558090209961
1,2021-12-28,126.4254684448242
1,2021-12-29,126.5092391967773
1,2021-12-30,126.3294982910156
1,2021-12-31,126.0314788818359
1,2022-01-03,126.7113265991211
1,2022-01-04,126.7113265991211
1,2022-01-05,124.5878753662109
1,2022-01-06,124.3550033569336
1,2022-01-07,124.0476684570312
1,2022-01-10,123.5354232788086
1,2022-01-11,124.8207015991211
1,2022-01-12,125.3702087402344
1,2022-01-13,123.8520812988281
1,2022-01-14,123.870719909668
1,2022-01-18,121.6447448730469
1,2022-01-19,120.7692642211914
1,2022-01-20,119.6423492431641
1,2022-01-21,117.5281600952148
1,2022-01-24,117.4443283081055
1,2022-01-25,116.2801208496094
1,2022-01-26,115.8796463012695
1,2022-01-27,115.2649536132812
1,2022-01-28,117.2953186035156
1,2022-01-31,119.511962890625
1,2022-02-01,120.489875793457
1,2022-02-02,121.495735168457
1,2022-02-03,118.8786163330078
1,2022-02-04,119.4188079833984
1,2022-02-07,119.2697906494141
1,2022-02-08,120.1266403198242
1,2022-02-09,121.9614181518555
1,2022-02-10,120.0614395141602
1,2022-02-11,117.9472579956055
1,2022-02-14,117.4536437988281
1,2022-02-15,119.4933242797852
1,2022-02-16,119.70751953125
1,2022-02-17,117.3884506225586
1,2022-02-18,116.5129623413086
1,2022-02-22,115.125244140625
1,2022-02-23,113.4581069946289
1,2022-02-24,114.0169143676758
1,2022-02-25,116.6806106567383
1,2022-02-28,116.0286712646484
1,2022-03-01,114.1473159790039
1,2022-03-02,116.0286712646484
1,2022-03-03,114.7806396484375
1,2022-03-04,113.2439041137695
1,2022-03-07,109.8537521362305
1,2022-03-08,109.4812240600586
1,2022-03-09,112.8527374267578
1,2022-03-10,112.1635284423828
1,2022-03-11,110.7385406494141
1,2022-03-14,110.3008117675781
1,2022-03-15,112.3870544433594
1,2022-03-16,115.3301544189453
1,2022-03-17,116.5409088134766
1,2022-03-18,118.0404052734375
1,2022-03-21,117.9193267822266
1,2022-03-22,119.2884140014648
1,2022-03-23,117.8075637817383
1,2022-03-24,119.2604751586914
1,2022-03-25,119.6237182617188
1,2022-03-28,120.1545639038086
1,2022-03-29,122.0173110961914
1,2022-03-30,121.2442474365234
1,2022-03-31,119.362922668457
1,2022-04-01,119.9683151245117
1,2022-04-04,120.8251647949219
1,2022-04-05,119.2232208251953
1,2022-04-06,117.9193267822266
1,2022-04-07,118.4315719604492
1,2022-04-08,118.0869674682617
1,2022-04-11,116.3173904418945
1,2022-04-12,115.7865142822266
1,2022-04-13,117.2487411499023
1,2022-04-14,116.0566024780273
1,2022-04-18,115.6654281616211
1,2022-04-19,117.1090393066406
1,2022-04-20,117.2766952514648
1,2022-04-21,115.5257339477539
1,2022-04-22,112.6757736206055
1,2022-04-25,112.9458541870117
1,2022-04-26,109.9096374511719
1,2022-04-27,110.3194274902344
1,2022-04-28,112.6943969726562
1,2022-04-29,109.3601303100586
1,2022-05-02,109.7513046264648
1,2022-05-03,110.3380661010742
1,2022-05-04,113.1880187988281
1,2022-05-05,109.0621032714844
1,2022-05-06,108.3542709350586
1,2022-05-09,104.8430480957031
1,2022-05-10,105.0851898193359
1,2022-05-11,103.6974639892578
1,2022-05-12,103.6602172851562
1,2022-05-13,106.3239059448242
1,2022-05-16,106.0072402954102
1,2022-05-17,108.1586761474609
1,2022-05-18,104.3494262695312
1,2022-05-19,104.302864074707
1,2022-05-20,104.6101913452148
1,2022-05-23,106.4077377319336
1,2022-05-24,105.6440200805664
1,2022-05-25,106.4263458251953
1,2022-05-26,108.2890701293945
1,2022-05-27,110.5243377685547
1,2022-05-31,109.8444519042969
1,2022-06-01,108.9782867431641
1,2022-06-02,111.1855926513672
1,2022-06-03,109.350830078125
1,2022-06-06,109.7419967651367
1,2022-06-07,110.6547241210938
1,2022-06-08,109.3880920410156
1,2022-06-09,106.8394470214844
1,2022-06-10,103.8051528930664
1,2022-06-13,99.8126449584961
1,2022-06-14,99.31475067138672
1,2022-06-15,100.9587249755859
1,2022-06-16,97.9338150024414
1,2022-06-17,98.01835632324219
1,2022-06-21,100.0569000244141
1,2022-06-22,99.72810363769531
1,2022-06-23,100.3481063842773
1,2022-06-24,103.3917922973633
1,2022-06-27,103.1381683349609
1,2022-06-28,101.3908538818359
1,2022-06-29,101.2123641967773
1,2022-06-30,100.4044723510742
1,2022-07-01,101.2311553955078
1,2022-07-05,100.7990264892578
1,2022-07-06,101.0432662963867
1,2022-07-07,102.5932998657227
1,2022-07-08,102.6308822631836
1,2022-07-11,101.146598815918
1,2022-07-12,100.6299285888672
1,2022-07-13,100.3011322021484
1,2022-07-14,99.56839752197266
1,2022-07-15,101.2593460083008
1,2022-07-18,100.9399261474609
1,2022-07-19,103.6830215454102
1,2022-07-20,103.9648361206055
1,2022-07-21,105.0827484130859
1,2022-07-22,104.2184829711914
1,2022-07-25,104.5754623413086
1,2022-07-26,103.1851348876953
1,2022-07-27,105.8436737060547
1,2022-07-28,107.0085525512695
1,2022-07-29,108.5679702758789
1,2022-08-01,108.3894729614258
1,2022-08-02,107.440673828125
1,2022-08-03,108.8028411865234
1,2022-08-04,108.9719161987305
1,2022-08-05,108.6337280273438
1,2022-08-08,108.5961608886719
1,2022-08-09,108.0512847900391
1,2022-08-10,110.4468002319336
1,2022-08-11,110.4749755859375
1,2022-08-12,112.0062408447266
1,2022-08-15,112.1283493041992
1,2022-08-16,112.3538055419922
1,2022-08-17,111.4707641601562
1,2022-08-18,111.4801559448242
1,2022-08-19,109.9864883422852
1,2022-08-22,107.7788696289062
1,2022-08-23,107.7788696289062
1,2022-08-24,108.0794677734375
1,2022-08-25,109.4885940551758
1,2022-08-26,106.0691375732422
1,2022-08-29,105.4773025512695
1,2022-08-30,104.4063720703125
1,2022-08-31,103.5984725952148
1,2022-09-01,103.2978591918945
1,2022-09-02,102.3772354125977
1,2022-09-06,101.9357147216797
1,2022-09-07,103.5045318603516
1,2022-09-08,104.0400009155273
1,2022-09-09,106.0597381591797
1,2022-09-12,107.2903594970703
1,2022-09-13,102.9033203125
1,2022-09-14,103.307258605957
1,2022-09-15,102.255126953125
1,2022-09-16,101.4660034179688
1,2022-09-19,102.0578384399414
1,2022-09-20,100.8084182739258
1,2022-09-21,99.19261932373047
1,2022-09-22,98.3659439086914
1,2022-09-23,96.1865005493164
1,2022-09-26,95.02163696289062
1,2022-09-27,94.76798248291016
1,2022-09-28,96.71257019042969
